activity_id,title,description,status,start_date,end_date,spent_time,expected_time 
690,Quo!,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2017-03-31,2017-04-05,2367,2400
691,Hui.,"Quid nunc 'honeste' dicit? idemne, quod iucunde? ergo ita: non posse honeste vivi, nisi honestevivatur? an nisi populari fama? sine ea igitur iucunde negat posse vivere? quid turpius quam sapientis vitam exinsipientium sermone pendere? quid ergo hoc loco intellegithonestum? certe nihil nisi quod possit ipsum propter se iurelaudari. nam s.",FINISHED,2017-04-05,2017-04-10,2429,2400
692,Mult?,"Stuprata per vim Lucretia a regisfilio testata civis se ipsa interemit. hic dolor populi Romani duceet auctore Bruto causa civitati libertatis fuit, ob eiusquemulieris memoriam primo anno et vir et pater eius consul estfactus. tenuis Lucius Verginius unusque de multis sexagesimo annopost libertatem receptam virginem filiam sua manu occidit potius.",FINISHED,2017-04-10,2017-04-15,2412,2400
693,Honestu?,"Sed tamen nonne reprehenderes, Epicure, luxuriosos ob eam ipsam causam, quod ita viverent, utpersequerentur cuiusque modi voluptates, cum esset praesertim, utais tu, summa voluptas nihil dolere? atqui reperiemus asotos primumita non religiosos, ut edint de patella, deinde ita mortem nontimentes, ut illud in ore habeant ex Hymnide: 'Mihi sex mensessati!",FINISHED,2017-04-15,2017-04-20,2368,2400
694,Eademqu.,"Faceres tu quidem, Torquate, haecomnia; nihil enim arbitror esse magna laude dignum, quod tepraetermissurum credam aut mortis aut doloris metu. non quaeriturautem quid naturae tuae consentaneum sit, sed quid disciplinae.ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, incaelum efferat laudibus. A?",FINISHED,2017-04-20,2017-04-25,2357,2400
695,Na!,"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut.",FINISHED,2017-04-25,2017-04-30,2372,2400
696,Laeliu.,"Sed dum dialecticam, Torquate, contemnit Epicurus, quae una continet omnem et perspiciendi quid inquaque re sit scientiam et iudicandi quale quidque sit et rationeac via disputandi, ruit in dicendo, ut mihi quidem videtur, nec ea, quae docere vult, ulla arte distinguit, ut haec ipsa, quae modoloquebamur. summum a vobis bonu!",FINISHED,2017-04-30,2017-05-05,2282,2400
697,Qua?,"Nemo igitur esse beatus potest.neque enim in aliqua parte, sed in perpetuitate temporis vita beatadici solet, nec appellatur omnino vita, nisi confecta atqueabsoluta, nec potest quisquam alias beatus esse, alias miser; quienim existimabit posse se miserum esse beatus non erit. nam cumsuscepta semel est beata vita, tam permanet quam ips?",FINISHED,2017-05-05,2017-05-10,2412,2400
698,A.,"Constituto autem illo, de quo ante diximus, quod honestum esset, id esse solum bonum, intellegi necesse est pluris id, quod honestum sit, aestimandum esse quam illa media, quae ex eo comparentur. stultitiam autem et timiditatem et iniustitiam et intemperantiam cum dicimus esse fugiendas propter eas res, quae ex ipsis eveniant.",FINISHED,2017-05-10,2017-05-15,2484,2400
699,O,"Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. quam a nobis sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. accurate autem quondam a L. Torquato, homine omni doctrin.",FINISHED,2017-05-15,2017-05-20,2388,2400
700,Videsn!,"Non prorsus, inquit, omnisque, quisine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergoin eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Tum ille: Finem, inquit, interrogandi, si videtur, quod quidem ego a principio ita me malledixeram hoc ipsum providens!",FINISHED,2017-05-20,2017-05-25,2443,2400
701,I?,"Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. quam a nobis sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. accurate autem quondam a L. Torquato, homine omni doctrin?",FINISHED,2017-05-25,2017-05-30,2485,2400
702,No!,"Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo quidem consilio, tuum iudicium ut cognoscerem, quoniam mihi ea facultas, ut id meo arbitratu facerem, ante hoc tempus numquam est data. Hic cum uterque me intueretur sesequead audiendum significarent paratos, Primum, inquam, deprecor, ne metamquam philosophum putetis scholam vobis aliquam explicaturum!",FINISHED,2017-05-30,2017-06-04,2483,2400
703,Qua.,"Iustitia restat, ut de omni virtute sit dictum. sed similia fere dici possunt. ut enim sapientiam, temperantiam, fortitudinem copulatas esse docui cum voluptate, ut ab ea nullo modo nec divelli nec distrahi possint, sic de iustitia iudicandum est, quae non modo numquam nocet cuiquam, sed contra semper afficit cum v!",FINISHED,2017-06-04,2017-06-09,2438,2400
704,Se.,"A primo, ut opinor, animantiumortu petitur origo summi boni. 'Simul atque natum animal est, gaudet voluptate et eam appetit ut bonum, aspernatur dolorem utmalum.' De malis autem et bonis ab iis animalibus, quae nondumdepravata sint, ait optime iudicari. haec et tu ita posuisti, etverba vestra sunt. quam multa vitiosa! summu.",FINISHED,2017-06-09,2017-06-14,2381,2400
705,S.,"Non potes ergo ista tueri, Torquate, mihi crede, si te ipse et tuas cogitationes et studiaperspexeris; pudebit te, inquam, illius tabulae, quam Cleanthessane commode verbis depingere solebat. iubebat eos, qui audiebant, secum ipsos cogitare pictam in tabula Voluptatem pulcherrimovestitu et ornatu regali in solio sedentem, praesto esse Virtutesut ancillulas, qua!",FINISHED,2017-06-14,2017-06-19,2481,2400
706,Prave.,"Quoniam igitur omnis summaphilosophiae ad beate vivendum refertur, idque unum expetenteshomines se ad hoc studium contulerunt, beate autem vivere alii inalio, vos in voluptate ponitis, item contra miseriam omnem indolore, id primum videamus, beate vivere vestrum quale sit. atquehoc dabitis, ut opinor, si modo sit aliquid esse beatum, idoportere totu!",FINISHED,2017-06-19,2017-06-24,2432,2400
707,Se.,"Ut enim obscuratur et offunditur luce solis lumen lucernae, et ut interit magnitudine maris Aegaei stilla mellis, et ut in divitiis Croesi teruncii accessio et gradus unus in ea via, quae est hinc in Indiam, sic, cum sit is bonorum finis, quem Stoici dicunt, omnis ista rerum corporearum aestimatio splendor?",FINISHED,2017-06-24,2017-06-29,2487,2400
708,Hae!,"Sed quid ages tandem, si utilitasab amicitia, ut fit saepe, defecerit? relinquesne? quae istaamicitia est? retinebis? qui convenit? quid enim de amicitiastatueris utilitatis causa expetenda vides. 'Ne in odium veniam, siamicum destitero tueri.' Primum cur ista res digna odio est, nisiquod est turpis? quodsi, ne quo incommodo afficiare, non relinquesamicum.",FINISHED,2017-06-29,2017-07-04,2428,2400
709,Omn!,"Haec igitur Epicuri non probo, inquam. De cetero vellem equidem aut ipse doctrinis fuisset instructior - est enim, quod tibi ita videri necesse est, non satis politus iis artibus, quas qui tenent, eruditi appellantur - aut ne deterruisset alios a studiis. quamquam te quidem video minime esse deterritum. Quae cu.",FINISHED,2017-07-04,2017-07-09,2380,2400
710,Eademqu?,"Quodsi corporis gravioribus morbis vitae iucunditas impeditur, quanto magis animi morbis impediri necesse est! animi autem morbi sunt cupiditates inmensae et inanes divitiarum, gloriae, dominationis, libidinosarum etiam voluptatum. accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum esse animo, quod sit a dolore corporis praesent!",FINISHED,2017-07-09,2017-07-14,2301,2400
711,Haec.,"Age, inquies, ista parva sunt. Sapientem locupletat ipsa natura, cuius divitias Epicurus parabilesesse docuit. Haec bene dicuntur, nec ego repugno, sed inter seseipsa pugnant. negat enim tenuissimo victu, id est contemptissimisescis et potionibus, minorem voluptatem percipi quam rebusexquisitissimis ad epulandum. huic ego, si negaret quicquaminteresse ad beate vivendum quali uteretu!",FINISHED,2017-07-14,2017-07-19,2498,2400
712,Han!,"Iam in altera philosophiae parte. quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. tollit definitiones, nihil de dividendo ac partiendo docet, non quo modo efficiatur concludaturque ratio tradit, non qua via captiosa solvantur ambigua distinguantur ostendit; iudicia rerum i!",FINISHED,2017-07-19,2017-07-24,2444,2400
713,Ii.,"Constituto autem illo, de quo ante diximus, quod honestum esset, id esse solum bonum, intellegi necesse est pluris id, quod honestum sit, aestimandum esse quam illa media, quae ex eo comparentur. stultitiam autem et timiditatem et iniustitiam et intemperantiam cum dicimus esse fugiendas propter eas res, quae ex ipsis eveniant?",FINISHED,2017-07-24,2017-07-29,2288,2400
714,Est?,"Huius ego nunc auctoritatemsequens idem faciam. quantum enim potero, minuam contentionesomnesque simplices sententias eorum, in quibus nulla inest virtutisadiunctio, omnino a philosophia semovendas putabo, primum AristippiCyrenaicorumque omnium, quos non est veritum in ea voluptate, quaemaxima dulcedine sensum moveret, summum bonum ponere contemnentisistam vacuitatem doloris. hi non viderunt, ut ad cursumequum.",FINISHED,2017-07-29,2017-08-03,2319,2400
715,Quods!,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill!",FINISHED,2017-08-03,2017-08-08,2340,2400
716,U.,"Est, ut dicis, inquam. sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. istius modi autem res dicere ornate velle puerile est, plane autem et perspicue expedire posse docti et intellegentis viri. Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur.",FINISHED,2017-08-08,2017-08-13,2351,2400
717,Elicere.,"Cum autem omnia officia a principiis naturae proficiscantur, ab isdem necesse est proficisci ipsam sapientiam. sed quem ad modum saepe fit, ut is, qui commendatus sit alicui, pluris eum faciat, cui commendatus sit, quam illum, a quo, sic minime mirum est primo nos sapientiae commendari ab initiis naturae, post aute.",FINISHED,2017-08-13,2017-08-18,2318,2400
718,Ho?,"Deinceps explicatur differentia rerum, quam si non ullam esse diceremus, confunderetur omnis vita, ut ab Aristone, neque ullum sapientiae munus aut opus inveniretur, cum inter res eas, quae ad vitam degendam pertinerent, nihil omnino interesset, neque ullum dilectum adhiberi oporteret. itaque cum esset satis constitutum id solum esse bonum, quo!",FINISHED,2017-08-18,2017-08-23,2478,2400
719,Se.,"Sed tamen intellego quid velit.quaero autem quid sit, quod, cum dissolutione, id est morte, sensusomnis extinguatur, et cum reliqui nihil sit omnino, quod pertineatad nos, tam accurate tamque diligenter caveat et sanciat utAmynomachus et Timocrates, heredes sui, de Hermarchi sententia dentquod satis sit ad diem agendum natalem suum quotannis menseGamelion.",FINISHED,2017-08-23,2017-08-28,2515,2400
720,Stuprat?,"Sed dumefficere vultis beatum sapientem, cum maximas animo voluptatespercipiat omnibusque partibus maiores quam corpore, quid occurratnon videtis. animi enim quoque dolores percipiet omnibus partibusmaiores quam corporis. ita miser sit aliquando necesse est is, quemvos beatum semper vultis esse, nec vero id, dum omnia ad voluptatemdoloremque referetis, efficietis umquam. Quare aliu.",FINISHED,2017-08-28,2017-09-02,2478,2400
721,Vide.,"Non prorsus, inquit, omnisque, quisine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergoin eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Tum ille: Finem, inquit, interrogandi, si videtur, quod quidem ego a principio ita me malledixeram hoc ipsum providens?",FINISHED,2018-07-09,2018-07-13,1861,1920
722,Facere!,"Sed possunt haec quadam ratione dici non modo non repugnantibus, verum etiam approbantibus nobis. sic enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. his rebus instructus semper est i!",FINISHED,2018-07-13,2018-07-17,1978,1920
723,Ii.,"Sed et illum, quem nominavi, etceteros sophistas, ut e Platone intellegi potest, lusos videmus aSocrate. is enim percontando atque interrogando elicere solebateorum opiniones, quibuscum disserebat, ut ad ea, quae iirespondissent, si quid videretur, diceret. qui mos cum aposterioribus non esset retentus, Arcesilas eum revocavitinstituitque ut ii, qui se audire vellent!",FINISHED,2018-07-17,2018-07-21,1903,1920
724,Occultu.,"Si enim idem dicit, quodHieronymus, qui censet summum bonum esse sine ulla molestia vivere, cur mavult dicere voluptatem quam vacuitatem doloris, ut illefacit, qui quid dicat intellegit? sin autem voluptatem putatadiungendam eam, quae sit in motu - sic enim appellat hanc dulcem:'in motu', illam nihil dolentis 'in stabilitate'-, quid tendit?cu?",FINISHED,2018-07-21,2018-07-25,2008,1920
725,Facere?,"Amicitiam autem adhibendam esse censent, quia sit ex eo genere, quae prosunt. quamquam autem in amicitia alii dicant aeque caram esse sapienti rationem amici ac suam, alii autem sibi cuique cariorem suam, tamen hi quoque posteriores fatentur alienum esse a iustitia, ad quam nati esse videamur, detrahere quid de aliquo.",FINISHED,2018-07-25,2018-07-29,1895,1920
726,S!,"Ne tu, inquam, Cato, verbis illustribus et id, quod vis, declarantibus! itaque mihi videris Latine docere philosophiam et ei quasi civitatem dare. quae quidem adhuc peregrinari Romae videbatur nec offerre sese nostris sermonibus, et ista maxime propter limatam quandam et rerum et verborum tenuitatem. scio enim esse quosdam, qui quavi!",FINISHED,2018-07-29,2018-08-02,1889,1920
727,Qua?,"Sunt autem, qui dicant foedus esse quoddam sapientium, ut ne minus amicos quam se ipsos diligant. quod et posse fieri intellegimus et saepe etiam videmus, et perspicuum est nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius. Quibus ex omnibus iudicari potest non modo non impediri rationem amicitiae.",FINISHED,2018-08-02,2018-08-06,1840,1920
728,Sun!,"Corporis incommodum referuntur, sed ad turpes actiones, quae oriuntur e vitiis. quas enim kakw Graeci appellant, vitia malo quam malitias nominare. Ne tu, inquam, Cato, verbis illustribus et id, quod vis, declarantibus! itaque mihi videris Latine docere philosophiam et ei quasi civitatem dare. quae quidem adhuc peregrinari Romae videbatur ne.",FINISHED,2018-08-06,2018-08-10,1890,1920
